ID,subset,title,sentence,relevant,cluster,skill
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,2,maintain relationship with customers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,2,establish customer rapport
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,3,customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,3,manage customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,3,maintain customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,3,provide high quality customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And while your ultimate responsibility is to sell vehicles, you will accomplish this goal by building relationships and providing outstanding sales & service to our customers through the entire process.",True,3,assist customers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,A Customer Sales Guide is responsible for:,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Connecting and building partnerships with customers who have expressed interest in purchasing a vehicle with the organization.,True,1,maintain relationship with customers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Connecting and building partnerships with customers who have expressed interest in purchasing a vehicle with the organization.,True,1,establish customer rapport
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Working out financing options for the customer, using our no-haggle sales and finance approach, while working with the team to meet the store's monthly team goals.",True,1,advise customers on financing options for vehicles
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Working out financing options for the customer, using our no-haggle sales and finance approach, while working with the team to meet the store's monthly team goals.",True,2,achieve sales targets
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,1,sales activities
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,1,sell products
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,1,sell vehicles
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,2,customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,2,manage customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,2,maintain customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Being fully involved in both sales and customer service activities at the dealership.,True,2,assist customers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Partnering with co-workers and leadership to delegate shared tasks and responsibilities, meeting customer and company needs.",True,1,cooperate with colleagues
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Partnering with co-workers and leadership to delegate shared tasks and responsibilities, meeting customer and company needs.",True,1,liaise with colleagues
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Partnering with co-workers and leadership to delegate shared tasks and responsibilities, meeting customer and company needs.",True,2,liaise with managers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Partnering with co-workers and leadership to delegate shared tasks and responsibilities, meeting customer and company needs.",True,3,delegate responsibilities
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Partnering with co-workers and leadership to delegate shared tasks and responsibilities, meeting customer and company needs.",True,4,satisfy customers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,1,complete administration
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,1,execute administration
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,1,manage administrative systems
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,1,office administration
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,2,keep records on sales
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,3,manage cash desk
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Understanding and implementing all administrative responsibilities including deal documentation and cash handling.,True,3,operate cash register
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Achieving Certification of Keyholder and executing duties accordingly.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Show me the Money !,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Base Salary: $50,000 base salary so you can focus on your customer's experience without the pressure to make the sale.",True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Monthly Bonus Potential:,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,This position offers an opportunity to earn extra money every month based on achieving team goals.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,What makes a successful organization employee?,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Excellent communication skills:,True,1,communication
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,The ability to talk and write with confidence and competence for a wide variety of audiences.,True,1,show confidence
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Works well with others:,True,1,work in teams
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Works well with others:,True,1,teamwork principles
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,You will be working in a high-functioning team environment.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,We work together to win together.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Goal-oriented:,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,We are looking for someone that is enthusiastic and passionate about meeting the team goals.,True,1,teamwork principles
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,We are looking for someone that is enthusiastic and passionate about meeting the team goals.,True,1,work in teams
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Sales Confident:,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Having the ability to ask for the sale with self-confidence and being comfortable closing the sale.,True,1,show confidence
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Management material:,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"We are looking for someone that can lead, manage, and grow within our organization.",True,1,lead a team
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"We are looking for someone that can lead, manage, and grow within our organization.",True,1,manage a team
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,What are the Job Requirements?,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,High School diploma is required; a post-secondary degree is preferred.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Ability to pass a drug test and criminal background check.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Valid driver's license with a decent driving record for the previous 3 years.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,5+ years of sales or customer service experience; management experience preferred.,True,1,customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,5+ years of sales or customer service experience; management experience preferred.,True,1,manage customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,5+ years of sales or customer service experience; management experience preferred.,True,1,maintain customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,5+ years of sales or customer service experience; management experience preferred.,True,1,provide high quality customer service
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,5+ years of sales or customer service experience; management experience preferred.,True,1,assist customers
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,So What About the Perks?,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Perks matter,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Medical, dental, and vision, oh my! organization covers a sizable amount of insurance premiums to ensure our employees receive top-tier healthcare coverage.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"But Wait, There's More. 401(K), Company paid life insurance policy, short and long-term disability coverage to name a few.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Growth Opportunities.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"You grow, I grow, we all grow!",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"But seriously, organization is committed to providing its employees with every opportunity to grow professionally with roughly over 1,000 employees promoted year over year.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Tuition Reimbursement.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"We're as passionate about your professional development as you are. With that, we'll put our money where our mouth is.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Wellness Program.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Health is wealth!,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"This program includes self-guided coaching and journeys, cash incentives and discounts on your medical premiums through engaging in fun activities!",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Gratitude is Green.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"We offer competitive pay across the organization, because, well... money matters!",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Consistent Work Schedule.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,We are strong believers in work/life balance.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,We're closed on Sundays to give our employees valued time with family and friends.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Teamwork, Makes the Dream Work.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Be part of a winning team and get winning results.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Monthly bonus share, sales contests, and other perks to recognize a job well done.",True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,World Class Training and Development.,True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Starting as a Customer Sales Guide, you can quickly certify on higher levels and prepare for the next role with our manager training programs.",True,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Paid Time Off & Paid Holidays.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Not just lip service: we work hard, to play hard.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Anything Else?,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Absolutely.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Organization is Great Place to Work Certified!,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,And get this: 90% of our rockstar employees say they feel right at home here.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"We could spend a lot of time having you read about ALL our awards, but we'll save time (and practice some humility) just naming a few others;",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Comparably Awards:,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Best Company for Diversity, Best Company Culture and Best Company Leadership, oh and don't forget location Business Journal Healthiest Employers (okay, we'll stop there)!",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,Hiring is contingent upon successful completion of our background and drug screening process.,False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Organization is a drug-free, tobacco-free workplace and an Equal Opportunity Employer.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"And when it comes to hiring, we don't just look for the right person for the job, we seek out the right person for organization.",False,,
f066ce33-2de4-4e49-8bf0-d04c49a6977f,RANDOM,Customer Sales Guide,"Buckle up for plenty of opportunities to grow in a professional, fun, and high-energy environment!",False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,organization,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,-,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Hiring Licensed Registered Nurses (RNs) for Long Term Care Facilities.,True,1,implement nursing care
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Hiring Licensed Registered Nurses (RNs) for Long Term Care Facilities.,True,1,implement fundamentals of nursing
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Hiring Licensed Registered Nurses (RNs) for Long Term Care Facilities.,True,1,provide professional care in nursing
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Hiring Licensed Registered Nurses (RNs) for Long Term Care Facilities.,True,2,apply nursing care in long-term care
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Immediate Hire,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Hourly pay rate:,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Up to $50,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Make a difference on your own schedule and terms.,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,"As one of the organization's Registered Nurses, you will have access to:",True,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,"· Flexible Scheduling (Days, Evenings, Nights, and Weekends available)",False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,· Competitive Weekly Pay with Direct Deposit (Daily Pay Coming Soon),False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,· Dedicated Office staff & 24-hour On-call Service,True,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,· Positive Work Environment,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,"· Medical, dental, vision, and other insurance options available",False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,· Opportunity to earn PTO,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,· Lucrative Referral Bonuses,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,"Ask about Contract Opportunities, with Rates up to $50 Hourly",False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,RN/Registered Nurse Requirements:,True,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Currently holds an active RN License to work in location,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Meets all State and Federal requirements for US employment in a Nursing Facility,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Ability to communicate effectively,True,1,communication
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Ability to communicate effectively,True,1,communication principles
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Ability to communicate effectively,True,1,use communication techniques
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Strong patient assessment skills and demonstrated clinical competency,True,1,use clinical assessment techniques
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Strong patient assessment skills and demonstrated clinical competency,True,2,apply good clinical practices
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,We look forward to hearing from you soon.,False,,
3094f3fc-dbc7-4659-b608-43d0ed029618,RANDOM,RN/ Registered Nurse,Apply today,False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",Overview,False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","Are you someone who is passionate, motivated, and driven to make a difference?",False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","If so, organization is the perfect fit for your career.",False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","At organization, SAFETY is who we are AND it is what we do. We are a purpose-driven company committed to deploying innovation and technology to deliver on our Mission to help protect people and assets all around the world.",False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",We continue to be relentless in our pursuit of solving our customers greatest problems so they can go home safe each and every day.,False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",Are you in? Read on for more details about this particular role.,False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",Responsibilities,False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","As a Power BI Developer on our Data Analytics Team, you will play an important role in the organization's efforts to maximize the value of our data.",True,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You will design, develop, and implement visual analytics solutions for business leaders and business teams to drive understanding and conclusion-making from data.",True,1,prepare visual data
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You will design, develop, and implement visual analytics solutions for business leaders and business teams to drive understanding and conclusion-making from data.",True,1,deliver visual presentation of data
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You will design, develop, and implement visual analytics solutions for business leaders and business teams to drive understanding and conclusion-making from data.",True,1,data analytics
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,1,manage relationships with stakeholders
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,1,build business relationships
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,1,establish collaborative relations
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,2,analyse business requirements
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,2,identify requirements of the work
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,2,define technical requirements
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,3,perform data analysis
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,3,data analytics
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You will also maintain strong relationships with business partners to help shape requirements and provide both analytical and technical support.,True,4,provide ICT support
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","For this position, we put a high focus on interpersonal skills and attitude.",False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You are passionate about people, customer value, data, and storytelling.",True,1,show empathy
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You are passionate about people, customer value, data, and storytelling.",True,2,satisfy customers
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You are passionate about people, customer value, data, and storytelling.",True,2,guarantee customer satisfaction
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You are passionate about people, customer value, data, and storytelling.",True,2,provide high quality customer service
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You are passionate about people, customer value, data, and storytelling.",True,3,tell a story
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",You are intellectually curious with a strong desire to drive continuous improvement.,False,,
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,1,develop professional network
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,1,build networks
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,1,build business relationships
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,2,motivate others
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,2,motivate employees
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,3,manage a team
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,3,plan teamwork
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,3,lead a team
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,4,apply change management
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics","You have an ability to create strong networks, energize people, mobilize teams, and act as a positive influencer of change.",True,4,encourage teams for continuous improvement
6f42143c-e4db-4829-b070-2696e212d414,RANDOM,"Power BI Developer, Data Analytics",Responsibilities,False,,
